question,step,k,acc_mean,acc_std,n_full,n_partial,n_wrong,score_mean,score_var,score_std,iou_mean,iou_max,zero_acc_var,zero_score_var
"After the two men finish aligning and smoothing a large white sheet on the floor, which colour sheet do they next hang on the wall?",68,16,0.875,0.3307,14,0,2,1.6852,0.19942,0.4466,0.3102,0.7535,0,0
Which household appliance does the man slide over a white cloth on a metallic tank shortly after he operates a power sander on a surfboard fin?,99,16,0.875,0.3307,14,0,2,1.6413,0.19708,0.4439,0.2663,0.7692,0,0
"Which athlete is shown first preparing with a handheld weight, then making two barbell lift attempts—the second ending in a drop—and later completing his final shot put throw?",120,16,0.875,0.3307,14,0,2,1.9684,0.19388,0.4403,0.5934,0.9804,0,0
"After clearing the 12.6-foot bar earlier, to what height is the crossbar set for the athlete’s later successful pole vault?",39,16,0.875,0.3307,14,0,2,1.6364,0.19307,0.4394,0.2614,0.625,0,0
Which color utensil is used to manually scrape the cake batter after the electric mixer but before the batter is spooned into baking tins?,68,16,0.875,0.3307,14,0,2,1.7256,0.19176,0.4379,0.3506,0.6875,0,0
"After the blue screen that states ""Room at the mark,"" what color buoy do the sailors immediately steer around?",67,16,0.875,0.3307,14,0,2,1.9177,0.19058,0.4366,0.574,0.8824,0,0
"After the kayaker finishes adjusting and casting the fishing line, what colour is the paddle they then use to propel the kayak toward the fisherman on the riverbank?",66,16,0.875,0.3307,14,0,2,1.6081,0.18998,0.4359,0.2331,0.8145,0,0
"After chips are crumbled onto the dirty turquoise sneakers and they are scrubbed with liquid stain remover, which powdered substance is later poured into a cup of detergent to make the sole-cleaning mixture?",6,16,0.875,0.3307,14,0,2,1.5382,0.18833,0.434,0.1632,0.5882,0,0
"After the scene in which the woman on the black leather couch talks about knitting pattern books, what color are the knitting needles seen in the subsequent close-ups of her hands working?",33,16,0.875,0.3307,14,0,2,1.6972,0.18644,0.4318,0.3222,0.8,0,0
"After the lone kayaker startles a large bird from the mangrove branches, which animal do the paddlers later find resting on the sand when they pull their kayaks ashore?",84,16,0.875,0.3307,14,0,2,1.7378,0.1856,0.4308,0.394,0.81,0,0
"After the close-ups of Nonni’s Thinaddictives biscotti and the repeated “GET ADDICTED” text, what piece of fitness equipment is shown next to extend the addiction theme?",80,16,0.875,0.3307,14,0,2,1.51,0.17853,0.4225,0.135,0.7688,0,0
Whose name appears on the title screens right before she begins leading the energetic Zumba session in the mirrored dance studio?,25,16,0.875,0.3307,14,0,2,1.6876,0.17767,0.4215,0.3126,0.8182,0,0
"After knitting off pegs 1 and 3, which peg is re-designated as “peg 2” before the wrapping process restarts?",7,16,0.875,0.3307,14,0,2,1.7388,0.17647,0.4201,0.3638,0.6864,0,0
"Right after the opening animation where abstract shapes morph into a flower title, what type of surface does the video reveal beneath the partially completed purple knitting piece?",82,16,0.875,0.3307,14,0,2,1.5438,0.17625,0.4198,0.1688,0.7299,0,0
"What two different wear-time durations are claimed for Dermablend products, first during Monsier Walzer’s description and later when the setting powder is mentioned?",13,16,0.875,0.3307,14,0,2,1.6199,0.16905,0.4112,0.2449,0.7143,0,0
What two requirements does the instructor identify as Rule #1 and Rule #2 for performing a back float before the learner demonstrates it?,17,16,0.875,0.2795,13,2,1,1.7373,0.16568,0.407,0.3623,0.7296,0,0
Which prop that the dancer actively twirls early in the performance later appears lying unused on the courtyard floor during subsequent scenes?,65,16,0.875,0.2795,13,2,1,2.0436,0.15672,0.3959,0.6686,0.99,0,0
"After the action camera has been locked in place with the three-way adjustable pivot arm, what type of environment does the cyclist later ride through from the camera’s first-person view?",57,16,0.875,0.2795,13,2,1,1.6243,0.15367,0.392,0.2493,0.8039,0,0
What piece of furniture supports the child both when they first stretch toward the counter and later when they sit at the sink playing in the water?,104,16,0.875,0.2795,13,2,1,1.7761,0.15036,0.3878,0.4324,0.8824,0,0
"Following the flamboyantly costumed announcer’s pitch for the female amateur wrestling challenge, which game does Bobby Blotzer concentrate on in the dimly lit club?",31,16,0.875,0.3307,14,0,2,1.4739,0.14501,0.3808,0.0989,0.28,0,0
"Before sealing the shaker, which two liquids and their measured amounts does the bartender pour into it?",81,16,0.875,0.2795,13,2,1,1.7186,0.14321,0.3784,0.3436,0.6407,0,0
Which item that the dog drags behind it during the suburban street scenes does the girl later carry while strolling by the ocean?,44,16,0.875,0.3307,14,0,2,1.7633,0.14268,0.3777,0.3883,0.6815,0,0
"After the earlier cleaning mixture is prepared in a blue bucket, into which color bucket does the woman later pour the golden “The Mop Doctor Anti-Slip” liquid before using the mop?",52,16,0.875,0.3307,14,0,2,1.8711,0.14171,0.3764,0.4961,0.7713,0,0
"While the climber dressed in green ascends the rock face, what color jacket is worn by the person at the base who manages the rope?",82,16,0.875,0.3307,14,0,2,1.4442,0.13874,0.3725,0.0692,0.3333,0,0
"Immediately before the woman in a yellow top starts shaping the sandcastle with a yellow tool, which two-digit number is prominently carved into another sand sculpture?",88,16,0.875,0.3307,14,0,2,1.527,0.13386,0.3659,0.152,0.6084,0,0
"What is the color of the kayak that Carly Rojas steadies while helping someone climb in, and what color is the kayak paddled by the boy who later navigates around the large inflatable obstacle?",123,16,0.875,0.2795,13,2,1,1.8558,0.13354,0.3654,0.4808,0.684,0,0
"After the suspenseful text saying ""SUDDENLY AND JUST WHEN ALL HOPE WAS LOST..."", what single word appears on-screen to mark the dog's first successful frisbee catch?",51,16,0.875,0.3307,14,0,2,1.7011,0.12972,0.3602,0.3261,0.7317,0,0
"After dropping from the monkey bars and crawling on the wood-chip ground, what playground structure does the boy climb next?",75,16,0.875,0.3307,14,0,2,1.4266,0.12888,0.359,0.0516,0.2243,0,0
"Following the initial push-mowing scene that brightens from darkness, what color is the riding mower that later drives directly toward the camera until it nearly fills the frame?",17,16,0.875,0.3307,14,0,2,1.4757,0.12815,0.358,0.1007,0.3636,0,0
"Immediately after the maroon-uniformed players celebrate their point, what specific garment is worn by the woman who speaks about the conference schedule?",95,16,0.875,0.2795,13,2,1,1.5147,0.1266,0.3558,0.1397,0.6154,0,0
"After the on-screen text declares “New PR” for the 195-pound snatch, what heavier weight does the man attempt to snatch next?",86,16,0.875,0.3307,14,0,2,1.9268,0.12449,0.3528,0.5518,1.0,0,0
What color is the T-shirt worn by the man who gestures during the outdoor conversation and later stands on the boat just before Robbie McMillin begins water-skiing?,26,16,0.875,0.3307,14,0,2,1.7913,0.12215,0.3495,0.4163,0.65,0,0
"After the earlier scissor cutting segment, what tool does the stylist employ to style the client's hair while observers watch during the later phase?",121,16,0.875,0.3307,14,0,2,1.5555,0.12157,0.3487,0.1805,0.4714,0,0
"After the sunset golf putting scene, during all her subsequent croquet and other lawn-game attempts on the grassy field, what colour is the ball the woman repeatedly tries to hit?",22,16,0.875,0.3307,14,0,2,1.8335,0.11916,0.3452,0.4897,0.9276,0,0
"While the man who has been sipping from a cup stands and bends over the TV cabinet, which tabletop game, already partly collapsed, is visible on the coffee table behind him?",52,16,0.875,0.2795,13,2,1,1.4474,0.11831,0.344,0.0724,0.4634,0,0
"After the tool is first called “Simply an ingenious tool,” which two on-screen phrases later describe its design and speed?",77,16,0.875,0.2795,13,2,1,1.6407,0.10181,0.3191,0.2657,0.64,0,0
"During the sequences where the presenter wets the stones, alternates between coarse grit and diamond plates, and repeatedly sharpens the chef’s knife, what unused object can be seen lying on the workspace the whole time?",86,16,0.875,0.3307,14,0,2,1.9116,0.09738,0.3121,0.5366,0.757,0,0
"During transitions from the male harmonica player to the blonde pianist, what written item is visible on the piano in front of her while she performs?",69,16,0.875,0.2795,13,2,1,1.6276,0.09464,0.3076,0.2839,0.815,0,0
What color is the mop bucket that the man carries when he first appears after the woman’s explanation and later uses while wringing out his mop before walking away?,52,16,0.875,0.3307,14,0,2,1.7977,0.09344,0.3057,0.4227,0.9248,0,0
"After the diver finishes the pool segment demonstrating body control, which marine animal appears when the scene shifts to open water?",3,16,0.875,0.3307,14,0,2,1.5034,0.08194,0.2862,0.1284,0.4091,0,0
Which three choreographers’ surnames are highlighted in both the introductory promotional text and the closing reservation frames of the video?,101,16,0.8438,0.3409,13,1,2,2.0356,0.45464,0.6743,0.7231,1.0,0,0
"Which single German word, visible on banners behind the seated interviewee and again when spectators are shown on an indoor balcony, indicates that the gathering is a championship event?",46,16,0.8438,0.3409,13,1,2,1.6408,0.24416,0.4941,0.297,0.6522,0,0
What material does the person place along the wall’s baseboard and later unroll along the bottom edge of the abstract canvas?,119,16,0.8438,0.2915,12,3,1,1.6868,0.23813,0.488,0.343,0.875,0,0
"Which visual element serves as both the opening and closing frame of the video, appearing before any sports scenes and returning after the final pole-vault attempts?",58,16,0.8438,0.2318,11,5,0,1.8031,0.23636,0.4862,0.4593,1.0,0,0
How does the number of women actively spinning hula hoops change between the initial solo demonstration and the later studio segment featuring synchronized movements?,23,16,0.8438,0.3409,13,1,2,1.6191,0.23545,0.4852,0.2753,0.8746,0,0
Which fruit that is shown whole among the neatly arranged initial ingredients is later squeezed so its juice can be stirred into the batter?,3,16,0.8438,0.3409,13,1,2,1.7905,0.22369,0.473,0.4468,0.9933,0,0
"While the shoe rests on a wooden block, which body part does the shoeshiner use to buff the leather after rubbing the polish with a cloth but before switching to a rag?",58,16,0.8438,0.3409,13,1,2,1.5897,0.21838,0.4673,0.2459,0.9091,0,0
Which item that the person removes from the black bag at the beginning later becomes the line they balance and walk across in the backyard?,17,16,0.8438,0.3409,13,1,2,1.8709,0.21738,0.4662,0.5272,0.947,0,0
Which academy’s logo appears on-screen during the first fencing bout that follows the opening TCCII Productions logo?,74,16,0.8438,0.3409,13,1,2,1.6199,0.21729,0.4661,0.2761,0.75,0,0
"What electronic device, first seen attached to the fisherman’s setup and later shown resting on a stool, helps him detect fish beneath the ice?",60,16,0.8438,0.3409,13,1,2,1.8005,0.21571,0.4644,0.4567,0.8215,0,0
Which single word displayed on a black background directly precedes the moment when the title “FIRST 30” appears alongside four small sailing images?,127,16,0.8438,0.3409,13,1,2,1.63,0.21241,0.4609,0.2863,0.9,0,0
Which recording device is repeatedly shown positioned near the grand piano during the pianist’s performance after the opening title?,32,16,0.8438,0.3409,13,1,2,1.8158,0.19397,0.4404,0.4721,0.8006,0,0
What green object is visible above the wooden fence outside before the scene moves indoors to the client’s shoulder being prepared with transfer tape?,106,16,0.8438,0.2915,12,3,1,2.0259,0.14877,0.3857,0.7134,1.0,0,0
"While the dog’s attention is kept on the treat held before it, which grooming tool is the groomer using to trim its fur?",106,16,0.8438,0.3409,13,1,2,1.461,0.12747,0.357,0.1173,0.2925,0,0
"After the woman finishes speaking and the camera drops to the ground, which natural material becomes the repeated focus—continuously brushed, scooped, squeezed, and displayed in a hand until the final logo returns?",81,16,0.8438,0.2915,12,3,1,2.0472,0.11315,0.3364,0.7035,0.9878,0,0
"In Jamie Oliver’s sequence, how many milliliters of tonic water does he add compared with the gin he first measures, and which amount is greater?",35,16,0.8438,0.2318,11,5,0,1.7607,0.10494,0.324,0.417,0.8855,0,0
"After completing his vigorous tooth-brushing segment, which mouth-rinse product does the man hold up and drink from during the following demonstration?",15,16,0.8438,0.2318,11,5,0,1.6533,0.08446,0.2906,0.3095,0.8321,0,0
Which ignition tool ultimately succeeds in producing a steady fire after the earlier failed attempts with a ferro rod and a magnesium starter?,34,16,0.8125,0.3903,13,0,3,1.5573,0.3337,0.5777,0.276,0.9,0,0
"After first showing the cube’s white face already solved, which layer does the solver focus on finishing in the subsequent guided demonstration?",78,16,0.8125,0.3903,13,0,3,1.7401,0.33144,0.5757,0.4276,0.8553,0,0
"After the on-screen label shows a 10-metre “403b” dive, which dive code is displayed for the following 5-metre attempt?",21,16,0.8125,0.3903,13,0,3,1.631,0.32876,0.5734,0.3185,0.8059,0,0
"When the video cuts from the couple posing with a flower and thermometer to the scene of them brushing in robes, what single word appears on the intervening black screen?",11,16,0.8125,0.3903,13,0,3,1.6083,0.31618,0.5623,0.2958,1.0,0,0
"What product, first exhibited as a red can she slowly turns while discussing brushes, does the woman later reach for after fully blow-drying her hair?",98,16,0.8125,0.3903,13,0,3,1.6886,0.30774,0.5547,0.3761,0.8256,0,0
What single word appears on the illuminated sign that is visible when the group steps out of the elevator into the hallway and later glows behind the mannequin wearing a black hoodie inside the clothing store?,111,16,0.8125,0.3903,13,0,3,1.7186,0.29954,0.5473,0.4061,0.9441,0,0
What safety surface cushions both the young athlete's awkward landing after losing balance and the stilt walkers' flips later in the gymnasium?,29,16,0.8125,0.3903,13,0,3,1.8638,0.29113,0.5396,0.6138,0.8722,0,0
"After he pours the green cocktail into the martini glass and prepares to garnish it, what colour napkin does he later place beneath the glass for presentation?",105,16,0.8125,0.3903,13,0,3,1.579,0.28789,0.5366,0.2665,0.6571,0,0
"When the video moves from simply displaying the raging river to featuring a group paddling a yellow raft together, which single-occupant craft accompanies the raft down the rapids?",82,16,0.8125,0.3903,13,0,3,1.5992,0.27949,0.5287,0.318,0.9488,0,0
"Immediately after the orange-clad player’s jubilant goal celebration, in what visual style is the next sequence of gameplay shown?",58,16,0.8125,0.3903,13,0,3,1.5936,0.27728,0.5266,0.2811,0.6814,0,0
What bold words are displayed over the rural landscape immediately before the scene of the family and their dog walking along the beach?,87,16,0.8125,0.3903,13,0,3,1.5905,0.27398,0.5234,0.278,0.7143,0,0
"After the athlete tapes her wrist and speaks to the camera, which throwing event does she go on to perform in the indoor venue?",114,16,0.8125,0.3903,13,0,3,1.6876,0.26927,0.5189,0.3751,0.6502,0,0
"When the man demonstrates the device labeled by on-screen text as an ""optical tracing system"" while holding a rod with optical markers, what kind of virtual landscape is shown on the large projection screen behind him?",96,16,0.8125,0.3903,13,0,3,1.7553,0.26885,0.5185,0.4428,0.9251,0,0
Which makeup product does the woman begin applying right after she recommends using a moisturizer with high SPF?,35,16,0.8125,0.3903,13,0,3,1.6791,0.26014,0.51,0.3666,0.8333,0,0
"After the screen proclaims “The Revolution Is Here!”, how many games does the Corporate Champions Cup infographic state will be played?",104,16,0.8125,0.3903,13,0,3,1.5374,0.25884,0.5088,0.2249,0.6,0,0
"Which instrument does the striped-shirted performer play both at the beginning and again in the closing minute, though it never appears during the middle passage centered on the floral-shirted bassist?",67,16,0.8125,0.3903,13,0,3,1.9465,0.24892,0.4989,0.6965,0.9116,0,0
"Immediately after the skateboarder lands his jump off the graffiti-covered curve and the video cuts to a man speaking front-and-center, what device is visibly clipped to the man’s jacket?",126,16,0.8125,0.3903,13,0,3,1.6709,0.24536,0.4953,0.3584,0.8077,0,0
What event name is printed on the large banners visible both at the crowded marathon start line and later near the suburban finishing stretch?,90,16,0.8125,0.2997,11,4,1,1.7384,0.23547,0.4852,0.4259,0.9547,0,0
Which color is the torque wrench the mechanic uses to tighten the lug nuts after reinstalling the wheel but before he raises the car with a floor jack?,6,16,0.8125,0.3903,13,0,3,1.4586,0.23528,0.4851,0.1461,0.4561,0,0
"When the brown-and-white dog that later stands on the green picnic table is receiving a belly rub earlier in the video, what kind of surface is it lying on?",123,16,0.8125,0.3903,13,0,3,1.466,0.23402,0.4838,0.1535,0.8696,0,0
"After finishing the tooth-brushing sequence that leaves toothpaste foam around their mouth, what item does the person use to wipe their face before smiling?",31,16,0.8125,0.348,12,2,2,1.5693,0.22286,0.4721,0.2568,0.7591,0,0
What color is the canoe that a paddler uses for both casting a fishing rod on a calm river earlier and negotiating rapids later in the video?,105,16,0.8125,0.3903,13,0,3,1.8544,0.21931,0.4683,0.5419,0.9121,0,0
Which brand’s logo on a black background is shown immediately before the first appearance of the man in a cap and hoodie speaking beside a brick wall with his laptop?,60,16,0.8125,0.3903,13,0,3,1.4619,0.21673,0.4655,0.1494,0.4651,0,0
"Which animal is visible in the yard both earlier, when the woman mows alone just before the child grabs the mower, and later, while another adult kneels beside the mower to empty its clippings into a large black sack?",16,16,0.8125,0.3903,13,0,3,1.5584,0.21479,0.4635,0.2459,0.5531,0,0
What word appears on the front of the green shirt worn by the man interviewed indoors in front of a solar-panel backdrop after the opening beach soccer play?,8,16,0.8125,0.3903,13,0,3,1.6798,0.21444,0.4631,0.3673,0.9375,0,0
What color is common to the sleeve of the hand holding the poised drumstick at the start and to the performers’ shirts when they later drum and perform acrobatics?,111,16,0.8125,0.3903,13,0,3,1.8703,0.21331,0.4619,0.5578,0.8475,0,0
"After first manipulating the yarn with the yellow-handled tool, what color-handled tool does the demonstrator use when the camera refocuses on the circular loom?",79,16,0.8125,0.3903,13,0,3,1.4446,0.20152,0.4489,0.1321,0.3333,0,0
"When the performer at center stage provides vocals while simultaneously strumming, which kind of guitar is he playing?",125,16,0.8125,0.3903,13,0,3,1.5245,0.19762,0.4445,0.212,0.5385,0,0
Which power tool does the mechanic use both when initially loosening the lug nuts and later tightening them after using an electric drill to remove them?,3,16,0.8125,0.3903,13,0,3,1.8201,0.19457,0.4411,0.5076,0.9851,0,0
What man-made vehicle emerges from the black background at the start of the video before later scenes show camel riding?,77,16,0.8125,0.348,12,2,2,2.0165,0.19446,0.441,0.704,0.8867,0,0
"After showing chord shapes such as C, F, and Bb/F, what scale-based phrase does the guitarist later demonstrate?",69,16,0.8125,0.348,12,2,2,1.5041,0.1803,0.4246,0.1916,0.4348,0,0
"What single word is printed on the other test tube the excited scientist waves alongside the one labeled ""Liquid Discus"" before the scene shifts to Donovan Tyler’s discus throw?",10,16,0.8125,0.3903,13,0,3,1.5066,0.17695,0.4207,0.1941,0.6,0,0
"When the packaged Pumpkin Gutter is shown beside whole pumpkins and later a metal rod is attached to a drill to scrape the hollowed pumpkin, what protective surface are all these actions performed on?",86,16,0.8125,0.348,12,2,2,1.8777,0.16801,0.4099,0.5652,0.9185,0,0
"Immediately after the woman’s oversized gum bubble pops, what shared activity do the gathered women begin?",97,16,0.8125,0.348,12,2,2,1.4913,0.15471,0.3933,0.1788,0.7143,0,0
"After the man casually walks through the bright living room past the exercise gear, what device does a hand later point a remote control toward?",80,16,0.8125,0.3903,13,0,3,1.3125,0.15234,0.3903,0.0,0.0,0,0
"After the skateboarder in a light-colored shirt successfully rides away from his rail slide near the glass-windowed building, what happens to the skateboarder in dark clothing who tries the same trick next?",104,16,0.8125,0.348,12,2,2,1.4513,0.14929,0.3864,0.1701,0.572,0,0
What partially finished object does the hand pick up right after the introductory title text disappears and the scene shifts to the wooden table?,5,16,0.8125,0.2997,11,4,1,1.6813,0.14536,0.3813,0.3688,0.9286,0,0
"After Bruce Irons finishes his illuminated nighttime wave ride behind the support boat, which surfer appears next, paddling on the ocean surface before catching a wave?",15,16,0.8125,0.3903,13,0,3,1.4343,0.14513,0.381,0.1531,0.6522,0,0
"Across both her on-stage hula-hoop act and her later figure-skating routines, what consistent color combination does the female performer wear?",86,16,0.8125,0.348,12,2,2,1.6692,0.13771,0.3711,0.3567,0.5093,0,0
"During the scenes where the street vendor first slices papaya and later hands the packaged dish to a customer, what color apron is she consistently wearing?",46,16,0.8125,0.3903,13,0,3,2.0072,0.11862,0.3444,0.6947,0.95,0,0
"When an off-screen hand points toward the floor, what object is the shirtless man pressing into position?",72,16,0.8125,0.2997,11,4,1,1.369,0.10417,0.3227,0.0565,0.3333,0,0
"When the scene switches to the man in the office, what parking restriction is written on the sign displayed behind him?",118,16,0.8125,0.2997,11,4,1,1.3237,0.0959,0.3097,0.0112,0.1786,0,0
"Before the beach soccer scenes with the orange ball, what color is the ball the blond-haired child kicks on the grassy field?",98,16,0.7812,0.394,12,1,3,1.6836,0.34524,0.5876,0.4024,0.8571,0,0
"After the welder finishes cleaning the joint with a wire brush, what arrangement of welds is highlighted in the next close-up shot before a tool approaches?",90,16,0.7812,0.394,12,1,3,1.703,0.31927,0.565,0.4217,0.8791,0,0
"During the sequences that cut from a man talking outside the Bollinger building back to an indoor workshop, what specific welding process—named on the equipment—is shown being performed by the welder?",124,16,0.7812,0.3522,11,3,2,1.6613,0.29582,0.5439,0.38,0.7166,0,0
"Which cylindrical object, labeled for water-repellent and stain-resistant use, is highlighted after the red and black paint samples and before the hand presents the brown leather shoe with the red conditioner can?",22,16,0.7812,0.394,12,1,3,1.4379,0.26849,0.5182,0.1567,0.6667,0,0
"Just before the flutist begins playing and the pianist takes his seat, how do the two formally dressed musicians jointly acknowledge the audience?",30,16,0.7812,0.394,12,1,3,1.7282,0.25904,0.509,0.4469,0.9167,0,0
"After the waves batter the jagged shoreline, the next shot shows a person crossing tall grass; toward what man-made structures is that person walking before the footage switches to first-person kayaking?",107,16,0.7812,0.394,12,1,3,1.5119,0.25738,0.5073,0.2306,0.6667,0,0
"During the finishing process, into what vessel does the person repeatedly pour the Holzfarbe colorant, the Shield Sanding Sealer, and later the natural shellac primer before applying them?",9,16,0.7812,0.3522,11,3,2,1.7239,0.24634,0.4963,0.4427,0.7929,0,0
What decorative object can be seen near the musician both while he is drumming and when the computer screen with audio waveforms is shown?,76,16,0.7812,0.394,12,1,3,1.7002,0.24351,0.4935,0.419,0.6571,0,0
"After the gears of the green slackline device slowly turn, releasing the yellow line, what does the camera show swaying in the breeze before the person tries to walk on the slackline?",109,16,0.7812,0.394,12,1,3,1.5681,0.23278,0.4825,0.2869,0.5882,0,0
"After the riders guide their horses through the shallow, rocky stream, which natural feature do they subsequently reach and enjoy?",69,16,0.7812,0.394,12,1,3,1.454,0.22625,0.4757,0.1727,0.5,0,0
Which colors identify the clothing of the child who first watches the green-dressed girl but later becomes the confident hopscotch player?,116,16,0.7812,0.3522,11,3,2,1.7314,0.22595,0.4753,0.4502,0.8,0,0
"After the elliptical’s paused timer counts down from 28 seconds, what labeled summary screen appears to signal the conclusion of the session?",58,16,0.7812,0.394,12,1,3,1.6364,0.2239,0.4732,0.3551,0.6349,0,0
"After the lens is first inserted using finger-held eyelids, what colored tool is later employed to lift and remove the rigid contact lens from the eye?",87,16,0.7812,0.394,12,1,3,1.6821,0.22232,0.4715,0.4009,0.7186,0,0
"After the initial hookah-setup conversation, what specific shape do the participants repeatedly create with their exhaled smoke in the subsequent darker scenes?",50,16,0.7812,0.394,12,1,3,1.7333,0.21827,0.4672,0.4521,0.8394,0,0
"After the kayak is dragged from the parking lot to the pebble beach and the paddlers later move through a reed-lined waterway, what on-screen phrase names the channel they are entering?",99,16,0.7812,0.394,12,1,3,1.466,0.21595,0.4647,0.1847,0.42,0,0
"After a tractor hoists the giant pumpkin into a metal support frame, what does the man lying beneath that frame subsequently do to the pumpkin?",121,16,0.7812,0.3522,11,3,2,1.6689,0.20961,0.4578,0.3876,0.7241,0,0
"During the suburban mowing sequence, when the front-mounted camera tilts upward instead of showing the lawn ahead, what scene does it primarily reveal?",112,16,0.7812,0.3522,11,3,2,1.5019,0.20616,0.454,0.2206,0.5882,0,0
"After a man ties another person’s shoelaces in the lively restaurant, what precise task does a different man perform before the red-shirted waitress later serves food?",2,16,0.7812,0.3522,11,3,2,1.4379,0.19837,0.4454,0.1566,0.7148,0,0
"After the onscreen text boasts '30-PERCENT LESS GRINDING' and 'HIGHER QUALITY, FASTER ROOT PASS' during the grinding scene, what metalworking process is shown next on the two pipes?",62,16,0.7812,0.394,12,1,3,1.6534,0.1762,0.4198,0.3721,0.75,0,0
"Following the scene where the gray-haired woman stands motionless with her hands on her hips in a medical office, what detailed activity does she demonstrate at the stainless steel sink later in the video?",110,16,0.7812,0.248,9,7,0,2.0842,0.13737,0.3706,0.803,0.9741,0,0
"After initially only rotating and stretching the yellow knitted fabric with bare hands, which tool do the hands later employ to form additional stitches in the fabric?",94,16,0.7812,0.3046,10,5,1,1.3922,0.08229,0.2869,0.1109,0.2174,0,0
What two items are placed on opposite sides of the clogged sink drain before the hand points at one of them?,116,16,0.7812,0.248,9,7,0,1.6491,0.07784,0.279,0.3679,0.6667,0,0
"During the whimsical forest scene featuring a friendly owl above the trees, what patterned garment does the lower character wear that the artist meticulously details?",105,16,0.7812,0.248,9,7,0,1.3612,0.06613,0.2572,0.0799,0.296,0,0
"Following the salt-and-pepper seasoning, which ingredient does the chef squeeze onto the tomato salad immediately before pouring olive oil?",68,16,0.75,0.433,12,0,4,1.6889,0.44985,0.6707,0.4389,0.8197,0,0
Which single letter is featured both on the illuminated display behind the initial accessories and on the bold storefront window later in the video?,47,16,0.75,0.433,12,0,4,1.7484,0.43047,0.6561,0.5297,0.9892,0,0
"After the huskies are first shown tethered around the trees in the snowy forest, what collective task are they later shown performing with human assistance?",110,16,0.75,0.3953,11,2,3,1.6534,0.37594,0.6131,0.4346,0.875,0,0
"Which javelin athlete first stands beside Brema Greer as Greer watches his own throw, then later celebrates after officials measure a 278.4-meter first-round attempt?",56,16,0.75,0.433,12,0,4,1.7033,0.35694,0.5974,0.4533,0.9058,0,0
"In the blueprint sequence that appears after the sanding segment, which label is displayed between the frames titled “DOORS” and the multiple frames titled “WINDOWS”?",103,16,0.75,0.433,12,0,4,1.6566,0.33175,0.576,0.4378,0.6667,0,0
"Before the red- and black-clad players begin their squash rallies, what color hoodie is worn by the man introducing the challenge in the corridor?",2,16,0.75,0.433,12,0,4,1.8206,0.32958,0.5741,0.5706,0.9091,0,0
"After the scene showing players resting among their badminton gear and two others rallying on the court, what image remains on screen at the very end of the video?",46,16,0.75,0.3953,11,2,3,1.7051,0.32149,0.567,0.4551,0.98,0,0
"After the text instructs viewers to cool the ski for at least an hour, which tool does the man use next on the ski?",7,16,0.75,0.433,12,0,4,1.6126,0.30781,0.5548,0.3626,0.9023,0,0
"After the earlier swing-bar flips shown during the ""Crazy Taxi!"" segment, what bold on-screen exclamation appears while the boy in a blue shirt swings horizontally upside down?",117,16,0.75,0.433,12,0,4,1.5168,0.30597,0.5531,0.2668,0.8333,0,0
What specific word that briefly appears in white cursive amid the initial floating pink letters later shows up as a freshly tattooed script on a wrist?,78,16,0.75,0.433,12,0,4,1.7206,0.30201,0.5496,0.4706,0.8511,0,0
"Immediately after the batsman powerfully hits the ball, which motionless figure with intermittently glowing green eyes is shown next?",67,16,0.75,0.3953,11,2,3,1.4099,0.28158,0.5306,0.1599,0.531,0,0
"When the man in the black shirt shifts from the sidewalk argument to executing spins, jumps, and a finishing handstand, which single-digit number is printed on the back of his shirt?",116,16,0.75,0.433,12,0,4,1.4179,0.27959,0.5288,0.1679,0.4667,0,0
"During the choppy-water sequence in which another windsurfer is visible far away, what words repeatedly appear as on-screen text?",66,16,0.75,0.433,12,0,4,1.3798,0.27868,0.5279,0.1298,0.5882,0,0
What shared swimwear color links the boy who climbs the pool staircase early on with the young man who later walks to and dives from the 10-meter platform?,98,16,0.75,0.433,12,0,4,1.5174,0.277,0.5263,0.2674,0.7308,0,0
Who is named as the British Ladies Open left arm champion after beating a man in an arm-wrestling match and later discussing techniques?,63,16,0.75,0.433,12,0,4,1.6726,0.27525,0.5246,0.4226,0.9474,0,0
"After first striking the congas with his hands, what implement does the percussionist switch to using during the later, more intense part of the performance?",44,16,0.75,0.433,12,0,4,1.5607,0.27164,0.5212,0.3107,0.9259,0,0
Whose image is shown on the cereal box that appears right before the scene of Korean archer Park Sung-soo gearing up to shoot?,74,16,0.75,0.433,12,0,4,1.3683,0.27067,0.5203,0.1183,0.4,0,0
"After the woman checks the red-capped man’s arm with a stethoscope, which device does she use while working on his chest?",27,16,0.75,0.433,12,0,4,1.4438,0.25831,0.5082,0.1938,0.585,0,0
"After the cashier finishes the card payment and the viewpoint moves outside to the store entrance, which new word appears on the door sign that earlier said 'Open'?",19,16,0.75,0.433,12,0,4,1.4169,0.25695,0.5069,0.1669,0.6,0,0
"Following the TV clip that shows a formally dressed man and woman, which video game’s loading screen appears next on the television?",96,16,0.75,0.433,12,0,4,1.3487,0.25589,0.5059,0.0987,0.4742,0,0
Which household task is performed first on the bed and later on the floor while a second person watches from the bed?,5,16,0.75,0.3953,11,2,3,1.6365,0.25559,0.5056,0.449,0.795,0,0
